;Date;Start (ET);Visitor/Neutral;PTS;Home/Neutral;PTS;BoxScore;OT;Attend.;Notes;Y-M
1062;Wed, Mar 29, 2006;10:00p;Sacramento Kings;106;Portland Trail Blazers;90;Box Score;;15,167;;[2006, 3]
1063;Wed, Mar 29, 2006;10:30p;New Orleans Pelicans;86;Golden State Warriors;85;Box Score;;16,885;;[2006, 3]
1064;Thu, Mar 30, 2006;8:00p;Phoenix Suns;114;Indiana Pacers;104;Box Score;;18,345;;[2006, 3]
1065;Thu, Mar 30, 2006;10:30p;San Antonio Spurs;96;Los Angeles Lakers;85;Box Score;;18,997;;[2006, 3]
1066;Fri, Mar 31, 2006;7:00p;Brooklyn Nets;91;Atlanta Hawks;88;Box Score;;17,403;;[2006, 3]
1067;Fri, Mar 31, 2006;7:00p;Dallas Mavericks;99;Orlando Magic;108;Box Score;;17,283;;[2006, 3]
1068;Fri, Mar 31, 2006;7:00p;Phoenix Suns;140;Toronto Raptors;126;Box Score;;19,8;;[2006, 3]
1069;Fri, Mar 31, 2006;7:30p;Chicago Bulls;113;Charlotte Hornets;107;Box Score;;16,607;;[2006, 3]
1070;Fri, Mar 31, 2006;7:30p;Philadelphia 76ers;117;New York Knicks;112;Box Score;;19,763;;[2006, 3]
1071;Fri, Mar 31, 2006;8:00p;Milwaukee Bucks;105;Detroit Pistons;112;Box Score;;22,076;;[2006, 3]
1072;Fri, Mar 31, 2006;8:00p;Memphis Grizzlies;102;New Orleans Pelicans;107;Box Score;;18,817;;[2006, 3]
1073;Fri, Mar 31, 2006;8:30p;Washington Wizards;103;Houston Rockets;105;Box Score;;16,993;;[2006, 3]
1074;Fri, Mar 31, 2006;9:00p;Minnesota Timberwolves;94;Denver Nuggets;106;Box Score;;19,497;;[2006, 3]
1075;Fri, Mar 31, 2006;10:30p;Sacramento Kings;96;Golden State Warriors;93;Box Score;;20,011;;[2006, 3]
1076;Fri, Mar 31, 2006;10:30p;Utah Jazz;91;LA Clippers;106;Box Score;;17,322;;[2006, 3]
1077;Fri, Mar 31, 2006;10:30p;Los Angeles Lakers;106;Oklahoma City Thunder;93;Box Score;;17,072;;[2006, 3]
1078;Sat, Apr 1, 2006;2:00p;Miami Heat;99;Cleveland Cavaliers;106;Box Score;;20,562;;[2006, 4]
1079;Sat, Apr 1, 2006;8:30p;Boston Celtics;94;Chicago Bulls;100;Box Score;;21,799;;[2006, 4]
1080;Sat, Apr 1, 2006;8:30p;Indiana Pacers;89;Milwaukee Bucks;96;Box Score;;18,717;;[2006, 4]
1081;Sat, Apr 1, 2006;8:30p;Washington Wizards;99;San Antonio Spurs;106;Box Score;;18,797;;[2006, 4]
1082;Sat, Apr 1, 2006;10:00p;Utah Jazz;102;Portland Trail Blazers;89;Box Score;;17,857;;[2006, 4]
1083;Sun, Apr 2, 2006;1:00p;Phoenix Suns;102;Detroit Pistons;109;Box Score;;22,076;;[2006, 4]
1084;Sun, Apr 2, 2006;3:30p;Denver Nuggets;79;Dallas Mavericks;103;Box Score;;20,251;;[2006, 4]
1085;Sun, Apr 2, 2006;3:30p;Houston Rockets;88;Los Angeles Lakers;104;Box Score;;18,997;;[2006, 4]
1086;Sun, Apr 2, 2006;3:30p;Golden State Warriors;104;Minnesota Timberwolves;106;Box Score;OT;15,834;;[2006, 4]
1087;Sun, Apr 2, 2006;4:00p;Atlanta Hawks;87;Memphis Grizzlies;98;Box Score;;14,463;;[2006, 4]
1088;Sun, Apr 2, 2006;6:00p;Cleveland Cavaliers;101;Charlotte Hornets;97;Box Score;;18,491;;[2006, 4]
1089;Sun, Apr 2, 2006;6:00p;Miami Heat;78;Brooklyn Nets;90;Box Score;;18,928;;[2006, 4]
1090;Sun, Apr 2, 2006;6:00p;New York Knicks;95;Philadelphia 76ers;114;Box Score;;18,233;;[2006, 4]
1091;Sun, Apr 2, 2006;7:00p;New Orleans Pelicans;120;Toronto Raptors;113;Box Score;2OT;15,079;;[2006, 4]
1092;Sun, Apr 2, 2006;9:00p;LA Clippers;96;Sacramento Kings;106;Box Score;;17,317;;[2006, 4]
1093;Sun, Apr 2, 2006;9:00p;Portland Trail Blazers;83;Oklahoma City Thunder;122;Box Score;;15,131;;[2006, 4]
1094;Tue, Apr 4, 2006;7:00p;Philadelphia 76ers;91;Cleveland Cavaliers;124;Box Score;;18,581;;[2006, 4]
1095;Tue, Apr 4, 2006;7:00p;Boston Celtics;124;Toronto Raptors;120;Box Score;;16,598;;[2006, 4]
1096;Tue, Apr 4, 2006;7:00p;New York Knicks;90;Washington Wizards;105;Box Score;;15,803;;[2006, 4]
1097;Tue, Apr 4, 2006;7:30p;Minnesota Timberwolves;92;Charlotte Hornets;97;Box Score;;14,214;;[2006, 4]
1098;Tue, Apr 4, 2006;7:30p;New Orleans Pelicans;93;Detroit Pistons;101;Box Score;;22,076;;[2006, 4]
1099;Tue, Apr 4, 2006;7:30p;Milwaukee Bucks;89;Miami Heat;115;Box Score;;19,6;;[2006, 4]
1100;Tue, Apr 4, 2006;7:30p;Atlanta Hawks;94;Brooklyn Nets;96;Box Score;;16,824;;[2006, 4]
1101;Tue, Apr 4, 2006;8:00p;Golden State Warriors;75;Memphis Grizzlies;100;Box Score;;14,891;;[2006, 4]
1102;Tue, Apr 4, 2006;8:30p;Indiana Pacers;96;Chicago Bulls;102;Box Score;;21,199;;[2006, 4]
1103;Tue, Apr 4, 2006;8:30p;Sacramento Kings;101;Dallas Mavericks;127;Box Score;;20,128;;[2006, 4]
1104;Tue, Apr 4, 2006;9:00p;San Antonio Spurs;95;Utah Jazz;86;Box Score;;18,064;;[2006, 4]
1105;Tue, Apr 4, 2006;10:00p;Houston Rockets;87;Oklahoma City Thunder;104;Box Score;;15,493;;[2006, 4]
1106;Tue, Apr 4, 2006;10:30p;Denver Nuggets;109;LA Clippers;111;Box Score;;17,365;;[2006, 4]
1107;Wed, Apr 5, 2006;7:00p;Minnesota Timberwolves;99;Atlanta Hawks;101;Box Score;;15,959;;[2006, 4]
1108;Wed, Apr 5, 2006;7:00p;Washington Wizards;108;Boston Celtics;91;Box Score;;18,624;;[2006, 4]
1109;Wed, Apr 5, 2006;7:00p;Toronto Raptors;103;Indiana Pacers;111;Box Score;;14,037;;[2006, 4]
1110;Wed, Apr 5, 2006;7:00p;Milwaukee Bucks;105;Orlando Magic;108;Box Score;;14,877;;[2006, 4]
1111;Wed, Apr 5, 2006;7:00p;Chicago Bulls;99;Philadelphia 76ers;92;Box Score;;16,475;;[2006, 4]
1112;Wed, Apr 5, 2006;7:30p;Cleveland Cavaliers;94;New York Knicks;96;Box Score;;19,763;;[2006, 4]
1113;Wed, Apr 5, 2006;8:00p;Golden State Warriors;109;New Orleans Pelicans;114;Box Score;OT;18,169;;[2006, 4]
1114;Wed, Apr 5, 2006;8:00p;Sacramento Kings;97;San Antonio Spurs;87;Box Score;;18,797;;[2006, 4]
1115;Wed, Apr 5, 2006;10:00p;Houston Rockets;75;Portland Trail Blazers;76;Box Score;;13,37;;[2006, 4]
1116;Wed, Apr 5, 2006;10:30p;LA Clippers;119;Phoenix Suns;105;Box Score;;18,422;;[2006, 4]
1117;Thu, Apr 6, 2006;7:30p;Charlotte Hornets;102;Brooklyn Nets;113;Box Score;;16,756;;[2006, 4]
1118;Thu, Apr 6, 2006;8:00p;Detroit Pistons;95;Miami Heat;82;Box Score;;20,29;;[2006, 4]
1119;Thu, Apr 6, 2006;10:30p;Los Angeles Lakers;108;Denver Nuggets;110;Box Score;OT;19,629;;[2006, 4]
1120;Fri, Apr 7, 2006;7:00p;Washington Wizards;101;Atlanta Hawks;114;Box Score;;16,258;;[2006, 4]
1121;Fri, Apr 7, 2006;7:00p;Detroit Pistons;87;Orlando Magic;89;Box Score;;17,283;;[2006, 4]
1122;Fri, Apr 7, 2006;7:00p;Boston Celtics;109;Philadelphia 76ers;99;Box Score;;18,231;;[2006, 4]
1123;Fri, Apr 7, 2006;8:00p;Milwaukee Bucks;90;Memphis Grizzlies;100;Box Score;;16,463;;[2006, 4]
1124;Fri, Apr 7, 2006;8:00p;Utah Jazz;103;Minnesota Timberwolves;95;Box Score;;16,622;;[2006, 4]
1125;Fri, Apr 7, 2006;8:00p;Toronto Raptors;89;New Orleans Pelicans;95;Box Score;;18,854;;[2006, 4]
1126;Fri, Apr 7, 2006;8:00p;Indiana Pacers;96;New York Knicks;98;Box Score;;18,525;;[2006, 4]
1127;Fri, Apr 7, 2006;8:00p;Dallas Mavericks;92;San Antonio Spurs;86;Box Score;;18,797;;[2006, 4]
1128;Fri, Apr 7, 2006;10:00p;Oklahoma City Thunder;121;Portland Trail Blazers;108;Box Score;;16,721;;[2006, 4]
1129;Fri, Apr 7, 2006;10:30p;Houston Rockets;100;Golden State Warriors;93;Box Score;;19,123;;[2006, 4]
1130;Fri, Apr 7, 2006;10:30p;Sacramento Kings;96;LA Clippers;93;Box Score;;18,735;;[2006, 4]
1131;Fri, Apr 7, 2006;10:30p;Los Angeles Lakers;96;Phoenix Suns;107;Box Score;;18,422;;[2006, 4]
1132;Sat, Apr 8, 2006;1:00p;Cleveland Cavaliers;108;Brooklyn Nets;102;Box Score;;19,048;;[2006, 4]
1133;Sat, Apr 8, 2006;7:00p;Miami Heat;99;Washington Wizards;86;Box Score;;20,173;;[2006, 4]
1134;Sat, Apr 8, 2006;8:30p;Philadelphia 76ers;89;Chicago Bulls;75;Box Score;;22,479;;[2006, 4]
1135;Sat, Apr 8, 2006;8:30p;New Orleans Pelicans;77;Dallas Mavericks;101;Box Score;;20,336;;[2006, 4]
1136;Sat, Apr 8, 2006;9:00p;Golden State Warriors;92;Denver Nuggets;95;Box Score;;18,777;;[2006, 4]
1137;Sat, Apr 8, 2006;9:00p;Portland Trail Blazers;93;Utah Jazz;110;Box Score;;19,911;;[2006, 4]
1138;Sun, Apr 9, 2006;1:00p;Indiana Pacers;73;Detroit Pistons;98;Box Score;;22,076;;[2006, 4]
1139;Sun, Apr 9, 2006;3:30p;Brooklyn Nets;95;Milwaukee Bucks;83;Box Score;;16,127;;[2006, 4]
1140;Sun, Apr 9, 2006;3:30p;Atlanta Hawks;83;Minnesota Timberwolves;84;Box Score;;15,557;;[2006, 4]
1141;Sun, Apr 9, 2006;3:30p;Charlotte Hornets;94;Toronto Raptors;88;Box Score;;17,679;;[2006, 4]
1142;Sun, Apr 9, 2006;4:00p;New York Knicks;101;Boston Celtics;86;Box Score;;18,624;;[2006, 4]
1143;Sun, Apr 9, 2006;6:00p;Orlando Magic;93;Miami Heat;84;Box Score;;20,021;;[2006, 4]
1144;Sun, Apr 9, 2006;7:00p;Memphis Grizzlies;81;San Antonio Spurs;83;Box Score;;18,797;;[2006, 4]
1145;Sun, Apr 9, 2006;9:00p;Houston Rockets;77;Sacramento Kings;86;Box Score;;17,317;;[2006, 4]
1146;Sun, Apr 9, 2006;9:00p;Phoenix Suns;114;Oklahoma City Thunder;116;Box Score;;16,861;;[2006, 4]
1147;Sun, Apr 9, 2006;9:30p;LA Clippers;83;Los Angeles Lakers;100;Box Score;;18,997;;[2006, 4]
1148;Mon, Apr 10, 2006;7:00p;New York Knicks;82;Indiana Pacers;101;Box Score;;14,943;;[2006, 4]
1149;Mon, Apr 10, 2006;7:00p;Atlanta Hawks;88;Orlando Magic;105;Box Score;;15,841;;[2006, 4]
1150;Mon, Apr 10, 2006;7:00p;Washington Wizards;97;Philadelphia 76ers;105;Box Score;;17,367;;[2006, 4]
1151;Mon, Apr 10, 2006;8:00p;Cleveland Cavaliers;103;New Orleans Pelicans;101;Box Score;;19,187;;[2006, 4]
1152;Mon, Apr 10, 2006;9:00p;Houston Rockets;83;Utah Jazz;85;Box Score;;18,024;;[2006, 4]
1153;Mon, Apr 10, 2006;10:00p;Denver Nuggets;110;Portland Trail Blazers;98;Box Score;;13,324;;[2006, 4]
1154;Mon, Apr 10, 2006;10:30p;Dallas Mavericks;75;LA Clippers;73;Box Score;;17,691;;[2006, 4]
1155;Tue, Apr 11, 2006;7:30p;Toronto Raptors;97;Miami Heat;106;Box Score;;19,6;;[2006, 4]
1156;Tue, Apr 11, 2006;8:00p;Minnesota Timberwolves;76;Memphis Grizzlies;92;Box Score;;15,571;;[2006, 4]
1157;Tue, Apr 11, 2006;8:30p;Brooklyn Nets;101;Chicago Bulls;104;Box Score;;20,402;;[2006, 4]
1158;Tue, Apr 11, 2006;8:30p;Oklahoma City Thunder;95;San Antonio Spurs;104;Box Score;;18,797;;[2006, 4]
1159;Tue, Apr 11, 2006;10:00p;Phoenix Suns;123;Sacramento Kings;110;Box Score;;17,317;;[2006, 4]
1160;Tue, Apr 11, 2006;10:30p;Golden State Warriors;100;Los Angeles Lakers;111;Box Score;;18,997;;[2006, 4]
1161;Wed, Apr 12, 2006;7:00p;Chicago Bulls;96;Atlanta Hawks;90;Box Score;;17,203;;[2006, 4]
1162;Wed, Apr 12, 2006;7:00p;Boston Celtics;112;Indiana Pacers;117;Box Score;;14,151;;[2006, 4]
1163;Wed, Apr 12, 2006;7:00p;Toronto Raptors;96;Orlando Magic;103;Box Score;;15,009;;[2006, 4]
1164;Wed, Apr 12, 2006;7:30p;Memphis Grizzlies;96;Charlotte Hornets;88;Box Score;;16,439;;[2006, 4]
1165;Wed, Apr 12, 2006;7:30p;Philadelphia 76ers;116;Brooklyn Nets;96;Box Score;;18,754;;[2006, 4]
1166;Wed, Apr 12, 2006;8:00p;Cleveland Cavaliers;73;Detroit Pistons;96;Box Score;;22,076;;[2006, 4]
1167;Wed, Apr 12, 2006;8:00p;Washington Wizards;97;Milwaukee Bucks;100;Box Score;;15,587;;[2006, 4]
1168;Wed, Apr 12, 2006;8:00p;Oklahoma City Thunder;99;New Orleans Pelicans;104;Box Score;;18,607;;[2006, 4]
1169;Wed, Apr 12, 2006;8:30p;Minnesota Timberwolves;82;Houston Rockets;79;Box Score;;16,499;;[2006, 4]
1170;Wed, Apr 12, 2006;9:00p;Denver Nuggets;83;Utah Jazz;104;Box Score;;17,817;;[2006, 4]
1171;Wed, Apr 12, 2006;10:30p;Dallas Mavericks;102;Golden State Warriors;114;Box Score;;17,527;;[2006, 4]
1172;Wed, Apr 12, 2006;10:30p;Portland Trail Blazers;93;LA Clippers;97;Box Score;;19,366;;[2006, 4]
1173;Thu, Apr 13, 2006;8:00p;New York Knicks;87;Cleveland Cavaliers;91;Box Score;;20,562;;[2006, 4]
1174;Thu, Apr 13, 2006;8:30p;Orlando Magic;92;San Antonio Spurs;80;Box Score;;18,797;;[2006, 4]
1175;Thu, Apr 13, 2006;10:30p;Dallas Mavericks;104;Phoenix Suns;117;Box Score;;18,422;;[2006, 4]
1176;Fri, Apr 14, 2006;7:00p;Charlotte Hornets;116;Atlanta Hawks;110;Box Score;;18,729;;[2006, 4]
1177;Fri, Apr 14, 2006;7:00p;Detroit Pistons;103;Toronto Raptors;108;Box Score;;19,8;;[2006, 4]
1178;Fri, Apr 14, 2006;7:30p;Brooklyn Nets;79;Boston Celtics;74;Box Score;;18,624;;[2006, 4]
1179;Fri, Apr 14, 2006;7:30p;Philadelphia 76ers;85;Miami Heat;104;Box Score;;20,268;;[2006, 4]
1180;Fri, Apr 14, 2006;7:30p;Milwaukee Bucks;97;New York Knicks;80;Box Score;;19,763;;[2006, 4]
1181;Fri, Apr 14, 2006;8:00p;Washington Wizards;101;Chicago Bulls;103;Box Score;;20,679;;[2006, 4]
1182;Fri, Apr 14, 2006;8:00p;Minnesota Timberwolves;77;Indiana Pacers;89;Box Score;;18,345;;[2006, 4]
1183;Fri, Apr 14, 2006;8:00p;Utah Jazz;105;New Orleans Pelicans;104;Box Score;;19,163;;[2006, 4]
1184;Fri, Apr 14, 2006;10:30p;Phoenix Suns;102;Golden State Warriors;110;Box Score;;18,618;;[2006, 4]
1185;Fri, Apr 14, 2006;10:30p;Portland Trail Blazers;99;Los Angeles Lakers;110;Box Score;;18,997;;[2006, 4]
1186;Fri, Apr 14, 2006;10:30p;LA Clippers;101;Oklahoma City Thunder;97;Box Score;;17,072;;[2006, 4]
1187;Sat, Apr 15, 2006;7:00p;Philadelphia 76ers;97;Orlando Magic;102;Box Score;;17,283;;[2006, 4]
1188;Sat, Apr 15, 2006;7:30p;Indiana Pacers;91;Charlotte Hornets;92;Box Score;OT;17,384;;[2006, 4]
1189;Sat, Apr 15, 2006;8:30p;Memphis Grizzlies;93;Houston Rockets;81;Box Score;;16,958;;[2006, 4]
1190;Sat, Apr 15, 2006;8:30p;Atlanta Hawks;120;Milwaukee Bucks;114;Box Score;;18,347;;[2006, 4]
1191;Sat, Apr 15, 2006;9:00p;Sacramento Kings;100;Denver Nuggets;82;Box Score;;18,209;;[2006, 4]
1192;Sat, Apr 15, 2006;10:00p;Golden State Warriors;86;Portland Trail Blazers;81;Box Score;;16,278;;[2006, 4]
1193;Sun, Apr 16, 2006;1:00p;Chicago Bulls;117;Miami Heat;93;Box Score;;20,248;;[2006, 4]
1194;Sun, Apr 16, 2006;3:30p;Phoenix Suns;89;Los Angeles Lakers;109;Box Score;;18,997;;[2006, 4]
1195;Sun, Apr 16, 2006;6:00p;New York Knicks;97;Detroit Pistons;103;Box Score;;22,076;;[2006, 4]
1196;Sun, Apr 16, 2006;6:00p;San Antonio Spurs;103;Minnesota Timberwolves;90;Box Score;;15,231;;[2006, 4]
1197;Sun, Apr 16, 2006;6:00p;Cleveland Cavaliers;92;Washington Wizards;104;Box Score;;18,405;;[2006, 4]
1198;Sun, Apr 16, 2006;8:00p;Boston Celtics;93;Brooklyn Nets;95;Box Score;;16,611;;[2006, 4]
1199;Sun, Apr 16, 2006;8:30p;Utah Jazz;95;Dallas Mavericks;111;Box Score;;19,961;;[2006, 4]
1200;Sun, Apr 16, 2006;9:00p;Oklahoma City Thunder;114;LA Clippers;98;Box Score;;18,268;;[2006, 4]
1201;Sun, Apr 16, 2006;9:00p;New Orleans Pelicans;79;Sacramento Kings;96;Box Score;;17,317;;[2006, 4]
1202;Mon, Apr 17, 2006;7:00p;Chicago Bulls;116;Orlando Magic;112;Box Score;OT;17,283;;[2006, 4]
1203;Mon, Apr 17, 2006;7:00p;Indiana Pacers;120;Toronto Raptors;95;Box Score;;18,267;;[2006, 4]
1204;Mon, Apr 17, 2006;7:30p;Cleveland Cavaliers;93;Boston Celtics;88;Box Score;;18,624;;[2006, 4]
1205;Mon, Apr 17, 2006;7:30p;Charlotte Hornets;98;New York Knicks;91;Box Score;;19,763;;[2006, 4]
1206;Mon, Apr 17, 2006;8:00p;Detroit Pistons;93;Milwaukee Bucks;113;Box Score;;18,475;;[2006, 4]
1207;Mon, Apr 17, 2006;8:30p;Utah Jazz;82;San Antonio Spurs;115;Box Score;;18,797;;[2006, 4]
1208;Mon, Apr 17, 2006;9:00p;Houston Rockets;86;Denver Nuggets;83;Box Score;;16,147;;[2006, 4]
1209;Mon, Apr 17, 2006;10:00p;New Orleans Pelicans;78;Phoenix Suns;115;Box Score;;18,422;;[2006, 4]
1210;Mon, Apr 17, 2006;10:30p;Portland Trail Blazers;79;Golden State Warriors;93;Box Score;;18,723;;[2006, 4]
1211;Tue, Apr 18, 2006;7:00p;Miami Heat;100;Atlanta Hawks;103;Box Score;;19,718;;[2006, 4]
1212;Tue, Apr 18, 2006;7:00p;Brooklyn Nets;88;Philadelphia 76ers;91;Box Score;;19,171;;[2006, 4]
1213;Tue, Apr 18, 2006;7:00p;Milwaukee Bucks;103;Washington Wizards;116;Box Score;;19,588;;[2006, 4]
1214;Tue, Apr 18, 2006;8:00p;LA Clippers;95;Memphis Grizzlies;101;Box Score;;17,214;;[2006, 4]
1215;Tue, Apr 18, 2006;10:00p;Oklahoma City Thunder;105;Sacramento Kings;111;Box Score;;17,317;;[2006, 4]
1216;Wed, Apr 19, 2006;7:00p;Atlanta Hawks;99;Cleveland Cavaliers;100;Box Score;;20,562;;[2006, 4]
1217;Wed, Apr 19, 2006;7:00p;Orlando Magic;83;Indiana Pacers;89;Box Score;;16,195;;[2006, 4]
1218;Wed, Apr 19, 2006;7:30p;Miami Heat;78;Boston Celtics;85;Box Score;;18,624;;[2006, 4]
1219;Wed, Apr 19, 2006;7:30p;Philadelphia 76ers;86;Charlotte Hornets;96;Box Score;;19,026;;[2006, 4]
1220;Wed, Apr 19, 2006;7:30p;Washington Wizards;96;Detroit Pistons;80;Box Score;;22,076;;[2006, 4]
1221;Wed, Apr 19, 2006;7:30p;New York Knicks;90;Brooklyn Nets;83;Box Score;;18,383;;[2006, 4]
1222;Wed, Apr 19, 2006;8:00p;LA Clippers;85;Dallas Mavericks;71;Box Score;;20,315;;[2006, 4]
1223;Wed, Apr 19, 2006;8:00p;San Antonio Spurs;89;Houston Rockets;87;Box Score;;17,613;;[2006, 4]
1224;Wed, Apr 19, 2006;8:00p;Memphis Grizzlies;102;Minnesota Timberwolves;92;Box Score;2OT;15,934;;[2006, 4]
1225;Wed, Apr 19, 2006;8:30p;Toronto Raptors;106;Chicago Bulls;127;Box Score;;20,364;;[2006, 4]
1226;Wed, Apr 19, 2006;9:00p;Golden State Warriors;102;Utah Jazz;105;Box Score;;18,57;;[2006, 4]
1227;Wed, Apr 19, 2006;10:00p;Phoenix Suns;106;Portland Trail Blazers;96;Box Score;;19,272;;[2006, 4]
1228;Wed, Apr 19, 2006;10:30p;New Orleans Pelicans;95;Los Angeles Lakers;115;Box Score;;18,997;;[2006, 4]
1229;Wed, Apr 19, 2006;10:30p;Denver Nuggets;98;Oklahoma City Thunder;109;Box Score;;16,746;;[2006, 4]
1230;Tue, Oct 31, 2006;8:00p;Chicago Bulls;108;Miami Heat;66;Box Score;;20,229;;[2006, 10]
1231;Tue, Oct 31, 2006;10:30p;Phoenix Suns;106;Los Angeles Lakers;114;Box Score;;18,997;;[2006, 10]
1232;Wed, Nov 1, 2006;7:00p;Indiana Pacers;106;Charlotte Hornets;99;Box Score;;18,518;;[2006, 11]
1233;Wed, Nov 1, 2006;7:00p;Chicago Bulls;94;Orlando Magic;109;Box Score;;17,451;;[2006, 11]
1234;Wed, Nov 1, 2006;7:00p;Atlanta Hawks;75;Philadelphia 76ers;88;Box Score;;17,119;;[2006, 11]
1235;Wed, Nov 1, 2006;7:30p;New Orleans Pelicans;91;Boston Celtics;87;Box Score;;18,624;;[2006, 11]
1236;Wed, Nov 1, 2006;7:30p;Toronto Raptors;92;Brooklyn Nets;102;Box Score;;18,646;;[2006, 11]
1237;Wed, Nov 1, 2006;8:00p;Washington Wizards;94;Cleveland Cavaliers;97;Box Score;;20,562;;[2006, 11]
1238;Wed, Nov 1, 2006;8:00p;Milwaukee Bucks;105;Detroit Pistons;97;Box Score;;22,076;;[2006, 11]
1239;Wed, Nov 1, 2006;8:00p;New York Knicks;118;Memphis Grizzlies;117;Box Score;3OT;17,113;;[2006, 11]
1240;Wed, Nov 1, 2006;8:00p;Sacramento Kings;83;Minnesota Timberwolves;92;Box Score;;19,356;;[2006, 11]
1241;Wed, Nov 1, 2006;9:00p;Houston Rockets;97;Utah Jazz;107;Box Score;;18,133;;[2006, 11]
1242;Wed, Nov 1, 2006;10:00p;Portland Trail Blazers;110;Oklahoma City Thunder;106;Box Score;;17,072;;[2006, 11]
1243;Wed, Nov 1, 2006;10:30p;Los Angeles Lakers;110;Golden State Warriors;98;Box Score;;19,596;;[2006, 11]
1244;Wed, Nov 1, 2006;10:30p;LA Clippers;104;Phoenix Suns;112;Box Score;;18,422;;[2006, 11]
1245;Thu, Nov 2, 2006;8:00p;San Antonio Spurs;97;Dallas Mavericks;91;Box Score;;20,416;;[2006, 11]
1246;Thu, Nov 2, 2006;10:30p;Denver Nuggets;95;LA Clippers;96;Box Score;;18,05;;[2006, 11]
1247;Fri, Nov 3, 2006;7:00p;New Orleans Pelicans;100;Indiana Pacers;91;Box Score;;18,165;;[2006, 11]
1248;Fri, Nov 3, 2006;7:00p;Philadelphia 76ers;105;Orlando Magic;103;Box Score;;17,451;;[2006, 11]
1249;Fri, Nov 3, 2006;7:00p;Milwaukee Bucks;92;Toronto Raptors;109;Box Score;;19,832;;[2006, 11]
1250;Fri, Nov 3, 2006;7:30p;New York Knicks;92;Atlanta Hawks;102;Box Score;;19,604;;[2006, 11]
1251;Fri, Nov 3, 2006;7:30p;Detroit Pistons;101;Boston Celtics;88;Box Score;;18,624;;[2006, 11]
1252;Fri, Nov 3, 2006;7:30p;Brooklyn Nets;85;Miami Heat;91;Box Score;;19,6;;[2006, 11]
1253;Fri, Nov 3, 2006;8:00p;Charlotte Hornets;83;Memphis Grizzlies;96;Box Score;;13,787;;[2006, 11]
1254;Fri, Nov 3, 2006;8:00p;Cleveland Cavaliers;88;San Antonio Spurs;81;Box Score;;18,797;;[2006, 11]
1255;Fri, Nov 3, 2006;8:30p;Sacramento Kings;89;Chicago Bulls;88;Box Score;;22,454;;[2006, 11]
1256;Fri, Nov 3, 2006;9:00p;Minnesota Timberwolves;112;Denver Nuggets;109;Box Score;;19,234;;[2006, 11]
1257;Fri, Nov 3, 2006;9:00p;Utah Jazz;108;Phoenix Suns;104;Box Score;;18,422;;[2006, 11]
1258;Fri, Nov 3, 2006;10:30p;Portland Trail Blazers;89;Golden State Warriors;102;Box Score;;17,204;;[2006, 11]
1259;Fri, Nov 3, 2006;10:30p;Oklahoma City Thunder;112;Los Angeles Lakers;118;Box Score;;18,997;;[2006, 11]
1260;Sat, Nov 4, 2006;7:00p;Cleveland Cavaliers;88;Charlotte Hornets;92;Box Score;;19,147;;[2006, 11]
1261;Sat, Nov 4, 2006;7:00p;Boston Celtics;117;Washington Wizards;124;Box Score;;20,173;;[2006, 11]
1262;Sat, Nov 4, 2006;7:30p;Memphis Grizzlies;86;Detroit Pistons;95;Box Score;;22,076;;[2006, 11]
1263;Sat, Nov 4, 2006;7:30p;Indiana Pacers;109;New York Knicks;95;Box Score;;19,763;;[2006, 11]
1264;Sat, Nov 4, 2006;8:30p;Dallas Mavericks;76;Houston Rockets;107;Box Score;;18,245;;[2006, 11]
1265;Sat, Nov 4, 2006;8:30p;Sacramento Kings;91;Milwaukee Bucks;104;Box Score;;18,717;;[2006, 11]
1266;Sat, Nov 4, 2006;9:00p;Golden State Warriors;82;Utah Jazz;106;Box Score;;18,641;;[2006, 11]
1267;Sat, Nov 4, 2006;10:00p;Minnesota Timberwolves;86;Portland Trail Blazers;88;Box Score;;20,113;;[2006, 11]
1268;Sat, Nov 4, 2006;10:30p;Phoenix Suns;108;LA Clippers;114;Box Score;;18,643;;[2006, 11]
1269;Sun, Nov 5, 2006;1:00p;San Antonio Spurs;103;Toronto Raptors;94;Box Score;;18,098;;[2006, 11]
1270;Sun, Nov 5, 2006;2:00p;Orlando Magic;82;Atlanta Hawks;95;Box Score;;14,896;;[2006, 11]
1271;Sun, Nov 5, 2006;2:00p;Miami Heat;98;Philadelphia 76ers;107;Box Score;;16,644;;[2006, 11]
1272;Sun, Nov 5, 2006;7:00p;Houston Rockets;90;New Orleans Pelicans;96;Box Score;;18,202;at New Orleans, LA;[2006, 11]
1273;Sun, Nov 5, 2006;9:00p;Los Angeles Lakers;101;Oklahoma City Thunder;117;Box Score;;17,072;;[2006, 11]
1274;Mon, Nov 6, 2006;7:00p;Washington Wizards;103;Orlando Magic;106;Box Score;;15,618;;[2006, 11]
1275;Mon, Nov 6, 2006;7:30p;San Antonio Spurs;105;New York Knicks;93;Box Score;;18,333;;[2006, 11]
1276;Mon, Nov 6, 2006;8:30p;Milwaukee Bucks;85;Chicago Bulls;110;Box Score;;21,715;;[2006, 11]
1277;Mon, Nov 6, 2006;8:30p;Golden State Warriors;107;Dallas Mavericks;104;Box Score;;20,093;;[2006, 11]
1278;Mon, Nov 6, 2006;9:00p;Detroit Pistons;101;Utah Jazz;103;Box Score;;18,6;;[2006, 11]
