;Date;Start (ET);Visitor/Neutral;PTS;Home/Neutral;PTS;BoxScore;OT;Attend.;Notes;Y-M
13968;Wed, Jan 25, 2017;7:30p;Houston Rockets;109;Boston Celtics;120;Box Score;;18,624;;[2017, 1]
13969;Wed, Jan 25, 2017;7:30p;Miami Heat;109;Brooklyn Nets;106;Box Score;;14,929;;[2017, 1]
13970;Wed, Jan 25, 2017;8:00p;Atlanta Hawks;119;Chicago Bulls;114;Box Score;;21,445;;[2017, 1]
13971;Wed, Jan 25, 2017;8:00p;Golden State Warriors;113;Charlotte Hornets;103;Box Score;;19,639;;[2017, 1]
13972;Wed, Jan 25, 2017;8:00p;Toronto Raptors;99;Memphis Grizzlies;101;Box Score;;15,904;;[2017, 1]
13973;Wed, Jan 25, 2017;8:00p;Philadelphia 76ers;114;Milwaukee Bucks;109;Box Score;;13,663;;[2017, 1]
13974;Wed, Jan 25, 2017;8:00p;Oklahoma City Thunder;114;New Orleans Pelicans;105;Box Score;;15,277;;[2017, 1]
13975;Wed, Jan 25, 2017;8:30p;New York Knicks;95;Dallas Mavericks;103;Box Score;;19,75;;[2017, 1]
13976;Wed, Jan 25, 2017;10:30p;Los Angeles Lakers;98;Portland Trail Blazers;105;Box Score;;19,393;;[2017, 1]
13977;Thu, Jan 26, 2017;8:00p;Indiana Pacers;109;Minnesota Timberwolves;103;Box Score;;14,862;;[2017, 1]
13978;Thu, Jan 26, 2017;8:00p;Dallas Mavericks;98;Oklahoma City Thunder;109;Box Score;;18,203;;[2017, 1]
13979;Thu, Jan 26, 2017;9:00p;Phoenix Suns;120;Denver Nuggets;127;Box Score;;12,231;;[2017, 1]
13980;Thu, Jan 26, 2017;10:30p;Los Angeles Lakers;88;Utah Jazz;96;Box Score;;19,911;;[2017, 1]
13981;Fri, Jan 27, 2017;7:00p;Sacramento Kings;111;Indiana Pacers;115;Box Score;OT;17,522;;[2017, 1]
13982;Fri, Jan 27, 2017;7:30p;Orlando Magic;98;Boston Celtics;128;Box Score;;18,624;;[2017, 1]
13983;Fri, Jan 27, 2017;7:30p;Brooklyn Nets;116;Cleveland Cavaliers;124;Box Score;;20,562;;[2017, 1]
13984;Fri, Jan 27, 2017;7:30p;Charlotte Hornets;107;New York Knicks;110;Box Score;;19,812;;[2017, 1]
13985;Fri, Jan 27, 2017;7:30p;Milwaukee Bucks;86;Toronto Raptors;102;Box Score;;19,8;;[2017, 1]
13986;Fri, Jan 27, 2017;8:00p;Washington Wizards;112;Atlanta Hawks;86;Box Score;;16,968;;[2017, 1]
13987;Fri, Jan 27, 2017;8:00p;Miami Heat;100;Chicago Bulls;88;Box Score;;22,082;;[2017, 1]
13988;Fri, Jan 27, 2017;8:00p;San Antonio Spurs;103;New Orleans Pelicans;119;Box Score;;17,757;;[2017, 1]
13989;Fri, Jan 27, 2017;8:00p;Houston Rockets;123;Philadelphia 76ers;118;Box Score;;20,588;;[2017, 1]
13990;Fri, Jan 27, 2017;10:00p;Memphis Grizzlies;109;Portland Trail Blazers;112;Box Score;;19,558;;[2017, 1]
13991;Sat, Jan 28, 2017;7:00p;Sacramento Kings;109;Charlotte Hornets;106;Box Score;;18,597;;[2017, 1]
13992;Sat, Jan 28, 2017;7:30p;Detroit Pistons;103;Miami Heat;116;Box Score;;19,6;;[2017, 1]
13993;Sat, Jan 28, 2017;8:00p;Boston Celtics;112;Milwaukee Bucks;108;Box Score;OT;18,717;;[2017, 1]
13994;Sat, Jan 28, 2017;8:30p;LA Clippers;98;Golden State Warriors;144;Box Score;;19,596;;[2017, 1]
13995;Sat, Jan 28, 2017;9:00p;Brooklyn Nets;109;Minnesota Timberwolves;129;Box Score;;14,798;;[2017, 1]
13996;Sat, Jan 28, 2017;9:00p;Denver Nuggets;123;Phoenix Suns;112;Box Score;;18,055;;[2017, 1]
13997;Sat, Jan 28, 2017;9:00p;Memphis Grizzlies;102;Utah Jazz;95;Box Score;;19,911;;[2017, 1]
13998;Sun, Jan 29, 2017;3:00p;New York Knicks;139;Atlanta Hawks;142;Box Score;4OT;13,643;;[2017, 1]
13999;Sun, Jan 29, 2017;3:30p;Oklahoma City Thunder;91;Cleveland Cavaliers;107;Box Score;;20,562;;[2017, 1]
14000;Sun, Jan 29, 2017;6:00p;Houston Rockets;101;Indiana Pacers;120;Box Score;;17,923;;[2017, 1]
14001;Sun, Jan 29, 2017;6:00p;Washington Wizards;107;New Orleans Pelicans;94;Box Score;;16,779;;[2017, 1]
14002;Sun, Jan 29, 2017;6:00p;Orlando Magic;114;Toronto Raptors;113;Box Score;;19,8;;[2017, 1]
14003;Sun, Jan 29, 2017;7:00p;Philadelphia 76ers;108;Chicago Bulls;121;Box Score;;21,606;;[2017, 1]
14004;Sun, Jan 29, 2017;7:00p;Dallas Mavericks;105;San Antonio Spurs;101;Box Score;;18,418;;[2017, 1]
14005;Sun, Jan 29, 2017;9:00p;Golden State Warriors;113;Portland Trail Blazers;111;Box Score;;19,393;;[2017, 1]
14006;Mon, Jan 30, 2017;6:00p;Sacramento Kings;119;Philadelphia 76ers;122;Box Score;;15,84;;[2017, 1]
14007;Mon, Jan 30, 2017;7:30p;Brooklyn Nets;96;Miami Heat;104;Box Score;;19,6;;[2017, 1]
14008;Mon, Jan 30, 2017;8:00p;Detroit Pistons;109;Boston Celtics;113;Box Score;;18,188;;[2017, 1]
14009;Mon, Jan 30, 2017;8:00p;Orlando Magic;105;Minnesota Timberwolves;111;Box Score;OT;11,124;;[2017, 1]
14010;Mon, Jan 30, 2017;8:30p;Cleveland Cavaliers;97;Dallas Mavericks;104;Box Score;;20,202;;[2017, 1]
14011;Mon, Jan 30, 2017;10:30p;Memphis Grizzlies;115;Phoenix Suns;96;Box Score;;16,332;;[2017, 1]
14012;Tue, Jan 31, 2017;7:00p;New Orleans Pelicans;106;Toronto Raptors;108;Box Score;OT;19,8;;[2017, 1]
14013;Tue, Jan 31, 2017;7:00p;New York Knicks;101;Washington Wizards;117;Box Score;;16,683;;[2017, 1]
14014;Tue, Jan 31, 2017;8:00p;Sacramento Kings;83;Houston Rockets;105;Box Score;;15,187;;[2017, 1]
14015;Tue, Jan 31, 2017;8:30p;Oklahoma City Thunder;94;San Antonio Spurs;108;Box Score;;18,418;;[2017, 1]
14016;Tue, Jan 31, 2017;10:00p;Charlotte Hornets;98;Portland Trail Blazers;115;Box Score;;19,393;;[2017, 1]
14017;Tue, Jan 31, 2017;10:30p;Denver Nuggets;116;Los Angeles Lakers;120;Box Score;;18,997;;[2017, 1]
14018;Wed, Feb 1, 2017;7:00p;Minnesota Timberwolves;97;Cleveland Cavaliers;125;Box Score;;20,562;;[2017, 2]
14019;Wed, Feb 1, 2017;7:00p;Indiana Pacers;98;Orlando Magic;88;Box Score;;16,662;;[2017, 2]
14020;Wed, Feb 1, 2017;7:30p;Toronto Raptors;104;Boston Celtics;109;Box Score;;18,624;;[2017, 2]
14021;Wed, Feb 1, 2017;7:30p;New York Knicks;95;Brooklyn Nets;90;Box Score;;17,732;;[2017, 2]
14022;Wed, Feb 1, 2017;7:30p;New Orleans Pelicans;98;Detroit Pistons;118;Box Score;;14,262;;[2017, 2]
14023;Wed, Feb 1, 2017;7:30p;Atlanta Hawks;93;Miami Heat;116;Box Score;;19,6;;[2017, 2]
14024;Wed, Feb 1, 2017;8:30p;Philadelphia 76ers;95;Dallas Mavericks;113;Box Score;;19,263;;[2017, 2]
14025;Wed, Feb 1, 2017;9:00p;Memphis Grizzlies;119;Denver Nuggets;99;Box Score;;12,02;;[2017, 2]
14026;Wed, Feb 1, 2017;9:00p;LA Clippers;124;Phoenix Suns;114;Box Score;;16,191;;[2017, 2]
14027;Wed, Feb 1, 2017;9:00p;Milwaukee Bucks;88;Utah Jazz;104;Box Score;;19,694;;[2017, 2]
14028;Wed, Feb 1, 2017;9:30p;Chicago Bulls;128;Oklahoma City Thunder;100;Box Score;;18,203;;[2017, 2]
14029;Wed, Feb 1, 2017;10:30p;Charlotte Hornets;111;Golden State Warriors;126;Box Score;;19,596;;[2017, 2]
14030;Thu, Feb 2, 2017;7:00p;Los Angeles Lakers;108;Washington Wizards;116;Box Score;;16,473;;[2017, 2]
14031;Thu, Feb 2, 2017;8:00p;Atlanta Hawks;113;Houston Rockets;108;Box Score;;15,602;;[2017, 2]
14032;Thu, Feb 2, 2017;8:30p;Philadelphia 76ers;86;San Antonio Spurs;102;Box Score;;18,418;;[2017, 2]
14033;Thu, Feb 2, 2017;10:30p;Golden State Warriors;133;LA Clippers;120;Box Score;;19,385;;[2017, 2]
14034;Fri, Feb 3, 2017;7:00p;Toronto Raptors;94;Orlando Magic;102;Box Score;;17,141;;[2017, 2]
14035;Fri, Feb 3, 2017;7:30p;Indiana Pacers;106;Brooklyn Nets;97;Box Score;;14,557;;[2017, 2]
14036;Fri, Feb 3, 2017;7:30p;Minnesota Timberwolves;108;Detroit Pistons;116;Box Score;;16,934;;[2017, 2]
14037;Fri, Feb 3, 2017;8:00p;Los Angeles Lakers;107;Boston Celtics;113;Box Score;;18,624;;[2017, 2]
14038;Fri, Feb 3, 2017;8:00p;Chicago Bulls;117;Houston Rockets;121;Box Score;OT;18,055;;[2017, 2]
14039;Fri, Feb 3, 2017;8:00p;Memphis Grizzlies;102;Oklahoma City Thunder;114;Box Score;;18,203;;[2017, 2]
14040;Fri, Feb 3, 2017;9:00p;Milwaukee Bucks;117;Denver Nuggets;121;Box Score;;18,792;;[2017, 2]
14041;Fri, Feb 3, 2017;10:30p;Dallas Mavericks;108;Portland Trail Blazers;104;Box Score;;19,393;;[2017, 2]
14042;Fri, Feb 3, 2017;10:30p;Phoenix Suns;105;Sacramento Kings;103;Box Score;;17,608;;[2017, 2]
14043;Sat, Feb 4, 2017;7:00p;Orlando Magic;86;Atlanta Hawks;113;Box Score;;16,691;;[2017, 2]
14044;Sat, Feb 4, 2017;7:00p;Detroit Pistons;84;Indiana Pacers;105;Box Score;;17,66;;[2017, 2]
14045;Sat, Feb 4, 2017;7:00p;New Orleans Pelicans;91;Washington Wizards;105;Box Score;;19,651;;[2017, 2]
14046;Sat, Feb 4, 2017;7:30p;Philadelphia 76ers;102;Miami Heat;125;Box Score;;19,754;;[2017, 2]
14047;Sat, Feb 4, 2017;8:30p;Cleveland Cavaliers;111;New York Knicks;104;Box Score;;19,812;;[2017, 2]
14048;Sat, Feb 4, 2017;9:00p;Memphis Grizzlies;107;Minnesota Timberwolves;99;Box Score;;15,081;;[2017, 2]
14049;Sat, Feb 4, 2017;9:00p;Milwaukee Bucks;137;Phoenix Suns;112;Box Score;;17,192;;[2017, 2]
14050;Sat, Feb 4, 2017;9:00p;Denver Nuggets;97;San Antonio Spurs;121;Box Score;;18,418;;[2017, 2]
14051;Sat, Feb 4, 2017;9:00p;Charlotte Hornets;98;Utah Jazz;105;Box Score;;19,911;;[2017, 2]
14052;Sat, Feb 4, 2017;10:30p;Golden State Warriors;106;Sacramento Kings;109;Box Score;OT;17,608;;[2017, 2]
14053;Sun, Feb 5, 2017;12:00p;Toronto Raptors;103;Brooklyn Nets;95;Box Score;;14,245;;[2017, 2]
14054;Sun, Feb 5, 2017;2:00p;LA Clippers;102;Boston Celtics;107;Box Score;;18,624;;[2017, 2]
14055;Sun, Feb 5, 2017;3:00p;Portland Trail Blazers;99;Oklahoma City Thunder;105;Box Score;;18,203;;[2017, 2]
14056;Mon, Feb 6, 2017;7:00p;Oklahoma City Thunder;90;Indiana Pacers;93;Box Score;;16,123;;[2017, 2]
14057;Mon, Feb 6, 2017;7:00p;Los Angeles Lakers;121;New York Knicks;107;Box Score;;19,812;;[2017, 2]
14058;Mon, Feb 6, 2017;7:00p;Cleveland Cavaliers;140;Washington Wizards;135;Box Score;OT;20,356;;[2017, 2]
14059;Mon, Feb 6, 2017;7:30p;Utah Jazz;120;Atlanta Hawks;95;Box Score;;13,126;;[2017, 2]
14060;Mon, Feb 6, 2017;7:30p;Philadelphia 76ers;96;Detroit Pistons;113;Box Score;;14,731;;[2017, 2]
14061;Mon, Feb 6, 2017;7:30p;LA Clippers;109;Toronto Raptors;118;Box Score;;19,8;;[2017, 2]
14062;Mon, Feb 6, 2017;8:00p;Miami Heat;115;Minnesota Timberwolves;113;Box Score;;12,502;;[2017, 2]
14063;Mon, Feb 6, 2017;8:00p;Phoenix Suns;106;New Orleans Pelicans;111;Box Score;;15,888;;[2017, 2]
14064;Mon, Feb 6, 2017;9:00p;Dallas Mavericks;87;Denver Nuggets;110;Box Score;;13,047;;[2017, 2]
14065;Mon, Feb 6, 2017;9:30p;San Antonio Spurs;74;Memphis Grizzlies;89;Box Score;;16,708;;[2017, 2]
14066;Mon, Feb 6, 2017;10:30p;Chicago Bulls;112;Sacramento Kings;107;Box Score;;17,608;;[2017, 2]
14067;Tue, Feb 7, 2017;7:00p;Brooklyn Nets;107;Charlotte Hornets;111;Box Score;;15,322;;[2017, 2]
14068;Tue, Feb 7, 2017;8:00p;Orlando Magic;104;Houston Rockets;128;Box Score;;15,514;;[2017, 2]
14069;Tue, Feb 7, 2017;8:30p;Portland Trail Blazers;114;Dallas Mavericks;113;Box Score;;19,326;;[2017, 2]
14070;Wed, Feb 8, 2017;7:00p;Cleveland Cavaliers;132;Indiana Pacers;117;Box Score;;17,58;;[2017, 2]
14071;Wed, Feb 8, 2017;7:00p;San Antonio Spurs;111;Philadelphia 76ers;103;Box Score;;19,233;;[2017, 2]
14072;Wed, Feb 8, 2017;7:30p;Denver Nuggets;106;Atlanta Hawks;117;Box Score;;14,222;;[2017, 2]
14073;Wed, Feb 8, 2017;7:30p;Washington Wizards;114;Brooklyn Nets;110;Box Score;OT;13,179;;[2017, 2]
14074;Wed, Feb 8, 2017;7:30p;Los Angeles Lakers;102;Detroit Pistons;121;Box Score;;15,121;;[2017, 2]
14075;Wed, Feb 8, 2017;8:00p;Phoenix Suns;91;Memphis Grizzlies;110;Box Score;;16,044;;[2017, 2]
14076;Wed, Feb 8, 2017;8:00p;Miami Heat;106;Milwaukee Bucks;88;Box Score;;14,211;;[2017, 2]
14077;Wed, Feb 8, 2017;8:00p;Toronto Raptors;109;Minnesota Timberwolves;112;Box Score;;13,832;;[2017, 2]
14078;Wed, Feb 8, 2017;8:00p;Utah Jazz;127;New Orleans Pelicans;94;Box Score;;14,508;;[2017, 2]
14079;Wed, Feb 8, 2017;8:00p;LA Clippers;119;New York Knicks;115;Box Score;;19,812;;[2017, 2]
14080;Wed, Feb 8, 2017;10:30p;Chicago Bulls;92;Golden State Warriors;123;Box Score;;19,596;;[2017, 2]
14081;Wed, Feb 8, 2017;10:30p;Boston Celtics;92;Sacramento Kings;108;Box Score;;17,608;;[2017, 2]
14082;Thu, Feb 9, 2017;7:00p;Houston Rockets;107;Charlotte Hornets;95;Box Score;;16,27;;[2017, 2]
14083;Thu, Feb 9, 2017;7:00p;Philadelphia 76ers;112;Orlando Magic;111;Box Score;;17,829;;[2017, 2]
14084;Thu, Feb 9, 2017;8:00p;Cleveland Cavaliers;109;Oklahoma City Thunder;118;Box Score;;18,203;;[2017, 2]
14085;Thu, Feb 9, 2017;8:30p;Utah Jazz;105;Dallas Mavericks;112;Box Score;OT;19,883;;[2017, 2]
14086;Thu, Feb 9, 2017;10:30p;Boston Celtics;120;Portland Trail Blazers;111;Box Score;;19,393;;[2017, 2]
14087;Fri, Feb 10, 2017;7:30p;Miami Heat;108;Brooklyn Nets;99;Box Score;;15,382;;[2017, 2]
14088;Fri, Feb 10, 2017;7:30p;San Antonio Spurs;103;Detroit Pistons;92;Box Score;;17,222;;[2017, 2]
14089;Fri, Feb 10, 2017;7:30p;Denver Nuggets;131;New York Knicks;123;Box Score;;19,812;;[2017, 2]
14090;Fri, Feb 10, 2017;8:00p;Golden State Warriors;122;Memphis Grizzlies;107;Box Score;;18,119;;[2017, 2]
14091;Fri, Feb 10, 2017;8:00p;Los Angeles Lakers;122;Milwaukee Bucks;114;Box Score;;16,38;;[2017, 2]
14092;Fri, Feb 10, 2017;8:00p;New Orleans Pelicans;122;Minnesota Timberwolves;106;Box Score;;16,093;;[2017, 2]
14093;Fri, Feb 10, 2017;8:00p;Indiana Pacers;107;Washington Wizards;112;Box Score;;19,503;;[2017, 2]
14094;Fri, Feb 10, 2017;10:30p;Chicago Bulls;97;Phoenix Suns;115;Box Score;;18,055;;[2017, 2]
14095;Fri, Feb 10, 2017;10:30p;Atlanta Hawks;107;Sacramento Kings;108;Box Score;;17,608;;[2017, 2]
14096;Sat, Feb 11, 2017;5:00p;LA Clippers;107;Charlotte Hornets;102;Box Score;;19,483;;[2017, 2]
14097;Sat, Feb 11, 2017;7:00p;Milwaukee Bucks;116;Indiana Pacers;100;Box Score;;17,923;;[2017, 2]
14098;Sat, Feb 11, 2017;7:30p;Denver Nuggets;109;Cleveland Cavaliers;125;Box Score;;20,562;;[2017, 2]
14099;Sat, Feb 11, 2017;7:30p;Miami Heat;109;Philadelphia 76ers;117;Box Score;;20,698;;[2017, 2]
14100;Sat, Feb 11, 2017;8:30p;Golden State Warriors;130;Oklahoma City Thunder;114;Box Score;;18,203;;[2017, 2]
14101;Sat, Feb 11, 2017;9:00p;Orlando Magic;80;Dallas Mavericks;112;Box Score;;20,052;;[2017, 2]
14102;Sat, Feb 11, 2017;9:00p;Phoenix Suns;102;Houston Rockets;133;Box Score;;18,055;;[2017, 2]
14103;Sat, Feb 11, 2017;10:00p;Boston Celtics;112;Utah Jazz;104;Box Score;;19,911;;[2017, 2]
14104;Sun, Feb 12, 2017;3:30p;Chicago Bulls;89;Minnesota Timberwolves;117;Box Score;;19,356;;[2017, 2]
14105;Sun, Feb 12, 2017;3:30p;San Antonio Spurs;90;New York Knicks;94;Box Score;;19,812;;[2017, 2]
14106;Sun, Feb 12, 2017;6:00p;Detroit Pistons;102;Toronto Raptors;101;Box Score;;19,8;;[2017, 2]
14107;Sun, Feb 12, 2017;9:00p;New Orleans Pelicans;99;Sacramento Kings;105;Box Score;;17,608;;[2017, 2]
14108;Mon, Feb 13, 2017;7:00p;Philadelphia 76ers;105;Charlotte Hornets;99;Box Score;;15,775;;[2017, 2]
14109;Mon, Feb 13, 2017;7:00p;San Antonio Spurs;110;Indiana Pacers;106;Box Score;;15,203;;[2017, 2]
14110;Mon, Feb 13, 2017;7:30p;Memphis Grizzlies;112;Brooklyn Nets;103;Box Score;;13,597;;[2017, 2]
14111;Mon, Feb 13, 2017;7:30p;Orlando Magic;116;Miami Heat;107;Box Score;;19,6;;[2017, 2]
14112;Mon, Feb 13, 2017;8:00p;Detroit Pistons;89;Milwaukee Bucks;102;Box Score;;13,397;;[2017, 2]
14113;Mon, Feb 13, 2017;8:00p;Oklahoma City Thunder;98;Washington Wizards;120;Box Score;;20,356;;[2017, 2]
14114;Mon, Feb 13, 2017;8:30p;Boston Celtics;111;Dallas Mavericks;98;Box Score;;20,159;;[2017, 2]
14115;Mon, Feb 13, 2017;9:00p;Golden State Warriors;110;Denver Nuggets;132;Box Score;;19,941;;[2017, 2]
14116;Mon, Feb 13, 2017;9:00p;New Orleans Pelicans;110;Phoenix Suns;108;Box Score;;16,321;;[2017, 2]
14117;Mon, Feb 13, 2017;9:00p;LA Clippers;88;Utah Jazz;72;Box Score;;19,521;;[2017, 2]
14118;Mon, Feb 13, 2017;10:30p;Atlanta Hawks;109;Portland Trail Blazers;104;Box Score;OT;19,475;;[2017, 2]
14119;Tue, Feb 14, 2017;8:00p;Toronto Raptors;94;Chicago Bulls;105;Box Score;;21,22;;[2017, 2]
14120;Tue, Feb 14, 2017;8:00p;Cleveland Cavaliers;116;Minnesota Timberwolves;108;Box Score;;17,738;;[2017, 2]
14121;Tue, Feb 14, 2017;10:30p;Sacramento Kings;97;Los Angeles Lakers;96;Box Score;;19,997;;[2017, 2]
14122;Wed, Feb 15, 2017;7:00p;Indiana Pacers;104;Cleveland Cavaliers;113;Box Score;;20,562;;[2017, 2]
14123;Wed, Feb 15, 2017;7:00p;San Antonio Spurs;107;Orlando Magic;79;Box Score;;17,101;;[2017, 2]
14124;Wed, Feb 15, 2017;7:30p;Philadelphia 76ers;108;Boston Celtics;116;Box Score;;18,624;;[2017, 2]
14125;Wed, Feb 15, 2017;7:30p;Milwaukee Bucks;129;Brooklyn Nets;125;Box Score;;16,182;;[2017, 2]
14126;Wed, Feb 15, 2017;7:30p;Dallas Mavericks;91;Detroit Pistons;98;Box Score;;13,549;;[2017, 2]
14127;Wed, Feb 15, 2017;7:30p;Charlotte Hornets;85;Toronto Raptors;90;Box Score;;19,8;;[2017, 2]
14128;Wed, Feb 15, 2017;8:00p;Miami Heat;117;Houston Rockets;109;Box Score;;16,967;;[2017, 2]
14129;Wed, Feb 15, 2017;8:00p;New Orleans Pelicans;95;Memphis Grizzlies;91;Box Score;;16,145;;[2017, 2]
14130;Wed, Feb 15, 2017;9:00p;Minnesota Timberwolves;112;Denver Nuggets;99;Box Score;;13,924;;[2017, 2]
14131;Wed, Feb 15, 2017;9:00p;Los Angeles Lakers;101;Phoenix Suns;137;Box Score;;18,055;;[2017, 2]
14132;Wed, Feb 15, 2017;9:00p;Portland Trail Blazers;88;Utah Jazz;111;Box Score;;19,59;;[2017, 2]
14133;Wed, Feb 15, 2017;9:30p;New York Knicks;105;Oklahoma City Thunder;116;Box Score;;18,203;;[2017, 2]
14134;Wed, Feb 15, 2017;10:30p;Sacramento Kings;86;Golden State Warriors;109;Box Score;;19,596;;[2017, 2]
14135;Wed, Feb 15, 2017;10:30p;Atlanta Hawks;84;LA Clippers;99;Box Score;;19,06;;[2017, 2]
14136;Thu, Feb 16, 2017;7:00p;Washington Wizards;111;Indiana Pacers;98;Box Score;;17,233;;[2017, 2]
14137;Thu, Feb 16, 2017;8:00p;Boston Celtics;103;Chicago Bulls;104;Box Score;;21,866;;[2017, 2]
14138;Thu, Feb 23, 2017;7:00p;Portland Trail Blazers;112;Orlando Magic;103;Box Score;;17,487;;[2017, 2]
14139;Thu, Feb 23, 2017;7:30p;Charlotte Hornets;108;Detroit Pistons;114;Box Score;OT;14,913;;[2017, 2]
14140;Thu, Feb 23, 2017;8:00p;New York Knicks;104;Cleveland Cavaliers;119;Box Score;;20,562;;[2017, 2]
14141;Thu, Feb 23, 2017;8:00p;Houston Rockets;129;New Orleans Pelicans;99;Box Score;;18,47;;[2017, 2]
14142;Thu, Feb 23, 2017;10:30p;LA Clippers;113;Golden State Warriors;123;Box Score;;19,596;;[2017, 2]
14143;Thu, Feb 23, 2017;10:30p;Denver Nuggets;100;Sacramento Kings;116;Box Score;;17,608;;[2017, 2]
14144;Fri, Feb 24, 2017;7:00p;Memphis Grizzlies;92;Indiana Pacers;102;Box Score;;17,923;;[2017, 2]
14145;Fri, Feb 24, 2017;7:00p;Washington Wizards;112;Philadelphia 76ers;120;Box Score;;19,277;;[2017, 2]
14146;Fri, Feb 24, 2017;8:00p;Miami Heat;108;Atlanta Hawks;90;Box Score;;18,122;;[2017, 2]
14147;Fri, Feb 24, 2017;8:00p;Phoenix Suns;121;Chicago Bulls;128;Box Score;OT;21,641;;[2017, 2]
14148;Fri, Feb 24, 2017;8:00p;Utah Jazz;109;Milwaukee Bucks;95;Box Score;;16,064;;[2017, 2]
14149;Fri, Feb 24, 2017;8:00p;Dallas Mavericks;84;Minnesota Timberwolves;97;Box Score;;15,948;;[2017, 2]
14150;Fri, Feb 24, 2017;8:00p;Los Angeles Lakers;93;Oklahoma City Thunder;110;Box Score;;18,203;;[2017, 2]
14151;Fri, Feb 24, 2017;8:00p;Boston Celtics;97;Toronto Raptors;107;Box Score;;19,8;;[2017, 2]
14152;Fri, Feb 24, 2017;9:00p;Brooklyn Nets;109;Denver Nuggets;129;Box Score;;17,143;;[2017, 2]
14153;Fri, Feb 24, 2017;10:30p;San Antonio Spurs;105;LA Clippers;97;Box Score;;19,06;;[2017, 2]
14154;Sat, Feb 25, 2017;5:00p;Charlotte Hornets;99;Sacramento Kings;85;Box Score;;17,608;;[2017, 2]
14155;Sat, Feb 25, 2017;7:00p;Atlanta Hawks;86;Orlando Magic;105;Box Score;;18,498;;[2017, 2]
14156;Sat, Feb 25, 2017;7:30p;Philadelphia 76ers;109;New York Knicks;110;Box Score;;19,812;;[2017, 2]
14157;Sat, Feb 25, 2017;8:00p;Indiana Pacers;95;Miami Heat;113;Box Score;;19,6;;[2017, 2]
14158;Sat, Feb 25, 2017;8:30p;Chicago Bulls;117;Cleveland Cavaliers;99;Box Score;;20,562;;[2017, 2]
14159;Sat, Feb 25, 2017;8:30p;New Orleans Pelicans;83;Dallas Mavericks;96;Box Score;;20,411;;[2017, 2]
14160;Sat, Feb 25, 2017;9:00p;Minnesota Timberwolves;130;Houston Rockets;142;Box Score;;18,055;;[2017, 2]
14161;Sat, Feb 25, 2017;10:30p;Brooklyn Nets;95;Golden State Warriors;112;Box Score;;19,596;;[2017, 2]
14162;Sun, Feb 26, 2017;3:30p;San Antonio Spurs;119;Los Angeles Lakers;98;Box Score;;18,997;;[2017, 2]
14163;Sun, Feb 26, 2017;3:30p;Phoenix Suns;96;Milwaukee Bucks;100;Box Score;;16,051;;[2017, 2]
14164;Sun, Feb 26, 2017;5:00p;Memphis Grizzlies;105;Denver Nuggets;98;Box Score;;18,024;;[2017, 2]
14165;Sun, Feb 26, 2017;5:00p;Utah Jazz;102;Washington Wizards;92;Box Score;;19,648;;[2017, 2]
14166;Sun, Feb 26, 2017;6:00p;Boston Celtics;104;Detroit Pistons;98;Box Score;;20,141;;[2017, 2]
14167;Sun, Feb 26, 2017;6:00p;Portland Trail Blazers;106;Toronto Raptors;112;Box Score;;19,8;;[2017, 2]
14168;Sun, Feb 26, 2017;7:00p;New Orleans Pelicans;110;Oklahoma City Thunder;118;Box Score;;18,203;;[2017, 2]
14169;Sun, Feb 26, 2017;9:30p;Charlotte Hornets;121;LA Clippers;124;Box Score;OT;19,06;;[2017, 2]
14170;Mon, Feb 27, 2017;7:00p;Milwaukee Bucks;95;Cleveland Cavaliers;102;Box Score;;20,562;;[2017, 2]
14171;Mon, Feb 27, 2017;7:00p;Toronto Raptors;92;New York Knicks;91;Box Score;;19,812;;[2017, 2]
14172;Mon, Feb 27, 2017;7:00p;Golden State Warriors;119;Philadelphia 76ers;108;Box Score;;20,585;;[2017, 2]
14173;Mon, Feb 27, 2017;7:30p;Atlanta Hawks;114;Boston Celtics;98;Box Score;;18,624;;[2017, 2]
14174;Mon, Feb 27, 2017;8:30p;Miami Heat;89;Dallas Mavericks;96;Box Score;;19,539;;[2017, 2]
14175;Mon, Feb 27, 2017;9:30p;Indiana Pacers;117;Houston Rockets;108;Box Score;;18,055;;[2017, 2]
14176;Mon, Feb 27, 2017;10:30p;Minnesota Timberwolves;102;Sacramento Kings;88;Box Score;;17,608;;[2017, 2]
14177;Tue, Feb 28, 2017;7:00p;Golden State Warriors;108;Washington Wizards;112;Box Score;;20,356;;[2017, 2]
14178;Tue, Feb 28, 2017;7:30p;Portland Trail Blazers;113;Detroit Pistons;120;Box Score;OT;13,502;;[2017, 2]
14179;Tue, Feb 28, 2017;8:00p;Denver Nuggets;125;Chicago Bulls;107;Box Score;;21,015;;[2017, 2]
14180;Tue, Feb 28, 2017;8:00p;Phoenix Suns;112;Memphis Grizzlies;130;Box Score;;15,871;;[2017, 2]
14181;Tue, Feb 28, 2017;8:00p;Utah Jazz;106;Oklahoma City Thunder;109;Box Score;;18,203;;[2017, 2]
14182;Tue, Feb 28, 2017;10:30p;Charlotte Hornets;109;Los Angeles Lakers;104;Box Score;;18,997;;[2017, 2]
14183;Wed, Mar 1, 2017;7:00p;New York Knicks;101;Orlando Magic;90;Box Score;;16,005;;[2017, 3]
14184;Wed, Mar 1, 2017;7:30p;Dallas Mavericks;95;Atlanta Hawks;100;Box Score;;12,483;;[2017, 3]
